,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_z,fare_z
684,0,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False,2.3422412712133376,0.13898494759221836
685,0,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False,-0.3581571348179094,0.1909121394926757
686,0,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,-1.2068537767134442,0.15282642728807924
687,0,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True,-0.8210825758518374,-0.4414351054229276
688,0,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,-0.8982368160241588,-0.489251126190447
689,1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,-1.1296995365411229,3.608666412443748
690,1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,0.10476830621601865,0.5013800523565762
691,1,3,female,4.0,0,1,13.4167,C,Third,child,False,,Cherbourg,yes,False,-1.9783961784366575,-0.376085201503226
692,1,3,male,29.64209269662921,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,-5.482138488753303e-16,0.4912289628108992
693,0,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,-0.3581571348179094,-0.5007430776237524
694,0,1,male,60.0,0,0,26.55,S,First,man,True,,Southampton,no,True,2.3422412712133376,-0.11167166653646252
695,0,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,1.725007349834767,-0.374408117490622
696,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1.1077734284561962,-0.4841333019887193
697,1,3,female,29.64209269662921,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True,-5.482138488753303e-16,-0.4905094425264344
698,0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,1.4935446293178027,1.5862158383870948
699,0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,0.9534649481115534,-0.4921865265390384
700,1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,-0.8982368160241588,3.9345703434644728
701,1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,0.413385266905304,-0.1169565951476094
702,0,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,-0.8982368160241588,-0.3551971503258359
703,0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True,-0.3581571348179094,-0.49034032481087764
704,0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False,-0.28100289464558803,-0.4880753554061005
705,0,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,0.7220022275945894,-0.12274485029315124
706,1,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True,1.1849276686285175,-0.374408117490622
707,1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,0.9534649481115534,-0.1169565951476094
708,1,1,female,22.0,0,0,151.55,S,First,woman,False,,Southampton,yes,True,-0.5896198553348734,2.404961005438245
709,1,3,male,29.64209269662921,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False,-5.482138488753303e-16,-0.33925981894075447
710,1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,-0.43531137499023076,0.3504666508958721
711,0,1,male,29.64209269662921,0,0,26.55,S,First,man,True,C,Southampton,no,True,-5.482138488753303e-16,-0.11167166653646252
712,1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,1.4163903891454814,0.40071474547758795
713,0,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True,-0.04954017412862403,-0.4552765851187885
714,0,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1.725007349834767,-0.38447464817852084
715,0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,-0.8210825758518374,-0.4921865265390384
716,1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,0.644847987422268,3.9345703434644728
717,1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,-0.20384865447326672,-0.434807301618015
718,0,3,male,29.64209269662921,0,0,15.5,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.33414199473902667
719,0,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0.25907678656066135,-0.48966989386706367
720,1,2,female,6.0,0,1,33.0,S,Second,child,False,,Southampton,yes,False,-1.8240876980920149,0.01818657933743239
721,0,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False,-0.9753910561964801,-0.5041818045067386
722,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.33623102673298266,-0.38447464817852084
723,0,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1.570698869490124,-0.38447464817852084
724,1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,-0.20384865447326672,0.4228611129909654
725,0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,-0.7439283356795161,-0.4718018018960432
726,1,2,female,30.0,3,0,21.0,S,Second,woman,False,,Southampton,yes,False,0.027614066043697313,-0.22341015717213955
727,1,3,female,29.64209269662921,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True,-5.482138488753303e-16,-0.49042488366865605
728,0,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,-0.3581571348179094,-0.12274485029315124
729,0,3,female,25.0,1,0,7.925,S,Third,woman,False,,Southampton,no,False,-0.3581571348179094,-0.48664993466069395
730,1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,-0.04954017412862403,3.608666412443748
731,0,3,male,11.0,0,0,18.7875,C,Third,child,False,,Cherbourg,no,True,-1.438316497230408,-0.26795455546609187
732,0,2,male,29.64209269662921,0,0,0.0,S,Second,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.6462044460638905
733,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,-0.5124656151625521,-0.38447464817852084
734,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,-0.5124656151625521,-0.38447464817852084
735,0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True,-0.0881172942147847,-0.3220621579135481
736,0,3,female,48.0,1,3,34.375,S,Third,woman,False,,Southampton,no,False,1.4163903891454814,0.045869538729154176
737,1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,0.413385266905304,9.668550782149426
738,0,3,male,29.64209269662921,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.48723782005286725
739,0,3,male,29.64209269662921,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.48723782005286725
740,1,1,male,29.64209269662921,0,0,30.0,S,First,man,True,D,Southampton,yes,True,-5.482138488753303e-16,-0.0422126047899606
741,0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,0.49053950707762534,0.941287443417755
742,1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,-0.6667740955071948,4.636207532411021
743,0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,-0.43531137499023076,-0.3220621579135481
744,1,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,0.10476830621601865,-0.48664993466069395
745,0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,3.1137836729365507,0.7832429116177435
746,0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False,-1.0525452963688016,-0.2385099532039878
747,1,2,female,30.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,0.027614066043697313,-0.38447464817852084
748,0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,-0.8210825758518374,0.4228611129909654
749,0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0.10476830621601865,-0.49017322040145855
750,1,2,female,4.0,1,1,23.0,S,Second,child,False,,Southampton,yes,False,-1.9783961784366575,-0.18314403442054422
751,1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,-1.8240876980920149,-0.3950445054008146
752,0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,0.25907678656066135,-0.4549403629938127
753,0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-0.5124656151625521,-0.48723782005286725
754,1,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,1.4163903891454814,0.6624445433629575
755,1,2,male,0.67,1,1,14.5,S,Second,child,False,,Southampton,yes,False,-2.2353197982104875,-0.35427505611482435
756,0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,-0.12669441430094538,-0.489251126190447
757,0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True,-0.8982368160241588,-0.41467424024221733
758,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0.33623102673298266,-0.4841333019887193
759,1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,0.25907678656066135,1.0953053629426073
760,0,3,male,29.64209269662921,0,0,14.5,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.35427505611482435
761,0,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,0.876310707939232,-0.5027563837613321
762,1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True,-0.7439283356795161,-0.500658518765974
763,1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,0.49053950707762534,1.769762919031829
764,0,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,-1.0525452963688016,-0.48966989386706367
765,1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,1.6478531096624456,0.9233347925889563
766,0,1,male,29.64209269662921,0,0,39.6,C,First,man,True,,Cherbourg,no,True,-5.482138488753303e-16,0.151064784417697
767,0,3,female,30.5,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,0.06619118612985798,-0.49017322040145855
768,0,3,male,29.64209269662921,1,0,24.15,Q,Third,man,True,,Queenstown,no,False,-5.482138488753303e-16,-0.15999101383837694
769,0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True,0.18192254638834,-0.47784172030878247
770,0,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,-0.43531137499023076,-0.4549403629938127
771,0,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,1.4163903891454814,-0.4880753554061005
772,0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,2.1107785506963737,-0.434807301618015
773,0,3,male,29.64209269662921,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.5007430776237524
774,1,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False,1.8793158301794095,-0.18314403442054422
775,0,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,-0.8982368160241588,-0.49017322040145855
776,0,3,male,29.64209269662921,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,-5.482138488753303e-16,-0.49017322040145855
777,1,3,female,5.0,0,0,12.475,S,Third,child,False,,Southampton,yes,True,-1.9012419382643362,-0.3950445054008146
778,0,3,male,29.64209269662921,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.49042488366865605
779,1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,1.0306191882838747,3.608666412443748
780,1,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True,-1.2840080168857655,-0.500658518765974
781,1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,-0.9753910561964801,0.5013800523565762
782,0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,-0.04954017412862403,-0.0422126047899606
783,0,3,male,29.64209269662921,1,2,23.45,S,Third,man,True,,Southampton,no,False,-5.482138488753303e-16,-0.1740841568014353
784,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,-0.3581571348179094,-0.5042663633645169
785,0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,-0.3581571348179094,-0.5002397510893574
786,1,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True,-0.8982368160241588,-0.49529104460318635
787,0,3,male,8.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,-1.6697792177473723,-0.05982903349378355
788,1,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False,-2.2098588989536214,-0.2319667082568536
789,0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,1.2620819088008388,0.9483340148992845
790,0,3,male,29.64209269662921,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.49017322040145855
791,0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,-1.0525452963688016,-0.12274485029315124
792,0,3,female,29.64209269662921,8,2,69.55,S,Third,woman,False,,Southampton,no,False,-5.482138488753303e-16,0.7540499726228369
793,0,1,male,29.64209269662921,0,0,30.6958,C,First,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.028204020684680614
794,0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-0.3581571348179094,-0.48723782005286725
795,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.7220022275945894,-0.38447464817852084
796,1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,1.4935446293178027,-0.12417027103855768
797,1,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True,0.10476830621601865,-0.4713830342194266
798,0,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,0.027614066043697313,-0.500658518765974
799,0,3,female,30.0,1,1,24.15,S,Third,woman,False,,Southampton,no,False,0.027614066043697313,-0.15999101383837694
800,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.33623102673298266,-0.38447464817852084
801,1,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,0.10476830621601865,-0.11771158494920184
802,1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,-1.438316497230408,1.769762919031829
803,1,3,male,0.42,0,1,8.5167,C,Third,child,False,,Cherbourg,yes,False,-2.254608358253568,-0.4747372022446345
804,1,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True,-0.20384865447326672,-0.5057763429677017
805,0,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0.10476830621601865,-0.48966989386706367
806,0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,0.7220022275945894,-0.6462044460638905
807,0,3,female,18.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,-0.8982368160241588,-0.48966989386706367
808,0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.7220022275945894,-0.38447464817852084
809,1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,0.25907678656066135,0.4228611129909654
810,0,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True,-0.28100289464558803,-0.4874049244622864
811,0,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True,0.7220022275945894,-0.15999101383837694
812,0,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0.413385266905304,-0.434807301618015
813,0,3,female,6.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,-1.8240876980920149,-0.016542951535818605
814,0,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,0.06619118612985798,-0.4841333019887193
815,0,1,male,29.64209269662921,0,0,0.0,S,First,man,True,B,Southampton,no,True,-5.482138488753303e-16,-0.6462044460638905
816,0,3,female,23.0,0,0,7.925,S,Third,woman,False,,Southampton,no,True,-0.5124656151625521,-0.48664993466069395
817,0,2,male,31.0,1,1,37.0042,C,Second,man,True,,Cherbourg,no,False,0.10476830621601865,0.09880338369840133
818,0,3,male,43.0,0,0,6.45,S,Third,man,True,,Southampton,no,True,1.0306191882838747,-0.5163462001899956
819,0,3,male,10.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,-1.5154707374027294,-0.08449203367913571
820,1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,1.725007349834767,1.236236792573191
821,1,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True,-0.20384865447326672,-0.4718018018960432
822,0,1,male,38.0,0,0,0.0,S,First,man,True,,Southampton,no,True,0.644847987422268,-0.6462044460638905
823,1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,-0.20384865447326672,-0.3950445054008146
824,0,3,male,2.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,-2.1327046587813,0.15282642728807924
825,0,3,male,29.64209269662921,0,0,6.95,Q,Third,man,True,,Queenstown,no,True,-5.482138488753303e-16,-0.5062796695020967
826,0,3,male,29.64209269662921,0,0,56.4958,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,0.4912289628108992
827,1,2,male,1.0,0,2,37.0042,C,Second,child,False,,Cherbourg,yes,False,-2.2098588989536214,0.09880338369840133
828,1,3,male,29.64209269662921,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,-5.482138488753303e-16,-0.49017322040145855
830,1,3,female,15.0,1,0,14.4542,C,Third,child,False,,Cherbourg,yes,False,-1.1296995365411229,-0.3551971503258359
831,1,2,male,0.83,1,1,18.75,S,Second,child,False,,Southampton,yes,False,-2.2229751197829164,-0.2687095452676843
832,0,3,male,29.64209269662921,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.500658518765974
833,0,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,-0.5124656151625521,-0.4880753554061005
834,0,3,male,18.0,0,0,8.3,S,Third,man,True,,Southampton,no,True,-0.8982368160241588,-0.47910003664476986
835,1,1,female,39.0,1,1,83.1583,C,First,woman,False,E,Cherbourg,yes,False,0.7220022275945894,1.0280267117431041
836,0,3,male,21.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,-0.6667740955071948,-0.4718018018960432
837,0,3,male,29.64209269662921,0,0,8.05,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.4841333019887193
838,1,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,0.18192254638834,0.4912289628108992
839,1,1,male,29.64209269662921,0,0,29.7,C,First,man,True,C,Cherbourg,yes,True,-5.482138488753303e-16,-0.04825252320269991
840,0,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,-0.7439283356795161,-0.48664993466069395
841,0,2,male,16.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,-1.0525452963688016,-0.434807301618015
842,1,1,female,30.0,0,0,31.0,C,First,woman,False,,Cherbourg,yes,True,0.027614066043697313,-0.022079543414162937
843,0,3,male,34.5,0,0,6.4375,C,Third,man,True,,Cherbourg,no,True,0.3748081468191434,-0.516597863457193
844,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,-0.9753910561964801,-0.4718018018960432
845,0,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True,0.9534649481115534,-0.4941998326766181
846,0,3,male,29.64209269662921,8,2,69.55,S,Third,man,True,,Southampton,no,False,-5.482138488753303e-16,0.7540499726228369
847,0,3,male,35.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,0.413385266905304,-0.48723782005286725
848,0,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False,-0.12669441430094538,0.01818657933743239
849,1,1,female,29.64209269662921,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,-5.482138488753303e-16,1.1477358813774596
850,0,3,male,4.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,-1.9783961784366575,-0.016542951535818605
851,0,3,male,74.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,3.422400633625836,-0.48966989386706367
852,0,3,female,9.0,1,1,15.2458,C,Third,child,False,,Cherbourg,no,False,-1.592624977575051,-0.33925981894075447
853,1,1,female,16.0,0,1,39.4,S,First,woman,False,D,Southampton,yes,False,-1.0525452963688016,0.1470381721425374
854,0,2,female,44.0,1,0,26.0,S,Second,woman,False,,Southampton,no,False,1.1077734284561962,-0.12274485029315124
855,1,3,female,18.0,0,1,9.35,S,Third,woman,False,,Southampton,yes,False,-0.8982368160241588,-0.4579603222001823
856,1,1,female,45.0,1,1,164.8667,S,First,woman,False,,Southampton,yes,False,1.1849276686285175,2.67306694386133
857,1,1,male,51.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,1.6478531096624456,-0.11167166653646252
858,1,3,female,24.0,0,3,19.2583,C,Third,woman,False,,Cherbourg,yes,False,-0.43531137499023076,-0.25847591017036636
859,0,3,male,29.64209269662921,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,-5.482138488753303e-16,-0.500658518765974
860,0,3,male,41.0,2,0,14.1083,S,Third,man,True,,Southampton,no,False,0.876310707939232,-0.3621611762557243
861,0,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False,-0.6667740955071948,-0.41467424024221733
862,1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,1.4163903891454814,-0.12417027103855768
863,0,3,female,29.64209269662921,8,2,69.55,S,Third,woman,False,,Southampton,no,False,-5.482138488753303e-16,0.7540499726228369
864,0,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,-0.43531137499023076,-0.38447464817852084
865,1,2,female,42.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,0.9534649481115534,-0.38447464817852084
866,1,2,female,27.0,1,0,13.8583,C,Second,woman,False,,Cherbourg,yes,False,-0.20384865447326672,-0.36719444159967374
867,0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,0.10476830621601865,0.37043059455611316
868,0,3,male,29.64209269662921,0,0,9.5,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.4549403629938127
869,1,3,male,4.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,-1.9783961784366575,-0.4220570338487224
870,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-0.28100289464558803,-0.48723782005286725
871,1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,1.3392361489731601,0.41187248809205507
872,0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,0.25907678656066135,-0.5455391391849022
873,0,3,male,47.0,0,0,9.0,S,Third,man,True,,Southampton,no,True,1.3392361489731601,-0.4650068936817115
874,1,2,female,28.0,1,0,24.0,C,Second,woman,False,,Cherbourg,yes,False,-0.12669441430094538,-0.16301097304474657
875,1,3,female,15.0,0,0,7.225,C,Third,child,False,,Cherbourg,yes,True,-1.1296995365411229,-0.5007430776237524
876,0,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True,-0.7439283356795161,-0.44797835037006184
877,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-0.8210825758518374,-0.48723782005286725
878,0,3,male,29.64209269662921,0,0,7.8958,S,Third,man,True,,Southampton,no,True,-5.482138488753303e-16,-0.48723782005286725
879,1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,2.0336243105240523,1.0280267117431041
880,1,2,female,25.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,-0.3581571348179094,-0.12274485029315124
881,0,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0.25907678656066135,-0.48723782005286725
882,0,3,female,22.0,0,0,10.5167,S,Third,woman,False,,Southampton,no,True,-0.5896198553348734,-0.4344710794930392
883,0,2,male,28.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,-0.12669441430094538,-0.434807301618015
884,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,-0.3581571348179094,-0.5042663633645169
885,0,3,female,39.0,0,5,29.125,Q,Third,woman,False,,Queenstown,no,False,0.7220022275945894,-0.05982903349378355
886,0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,-0.20384865447326672,-0.38447464817852084
887,1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,-0.8210825758518374,-0.0422126047899606
888,0,3,female,29.64209269662921,1,2,23.45,S,Third,woman,False,,Southampton,no,False,-5.482138488753303e-16,-0.1740841568014353
889,1,1,male,26.0,0,0,30.0,C,First,man,True,C,Cherbourg,yes,True,-0.28100289464558803,-0.0422126047899606
890,0,3,male,32.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0.18192254638834,-0.49017322040145855
